index,selected_model,selected_model_chaos,predicted,actual
930,xgboost,0.0,5,5
931,xgboost,0.0,5,5
932,xgboost,0.0,1,1
933,xgboost,0.0,1,1
934,xgboost,0.0,5,5
935,xgboost,0.0,5,1
936,xgboost,0.0,0,0
937,xgboost,0.0,0,4
938,xgboost,0.0,4,4
939,xgboost,0.0,4,4
940,xgboost,0.0,4,5
941,xgboost,0.0,2,2
942,xgboost,0.0,0,5
943,xgboost,0.0,1,5
944,xgboost,0.0,0,0
945,xgboost,0.0,4,4
946,xgboost,0.0,1,1
947,xgboost,0.0,1,1
948,xgboost,0.0,3,3
949,xgboost,0.0,3,3
950,xgboost,0.0,5,2
951,xgboost,0.0,1,1
952,xgboost,0.0,0,4
953,xgboost,0.0,5,5
954,xgboost,0.0,1,1
955,xgboost,0.0,2,2
956,xgboost,0.0,5,2
957,xgboost,0.0,0,1
958,xgboost,0.0,3,3
959,xgboost,0.0,4,4
960,xgboost,0.0,5,1
961,xgboost,0.0,5,5
962,xgboost,0.0,5,5
963,xgboost,0.0,5,0
964,xgboost,0.0,5,5
965,xgboost,0.0,1,1
966,xgboost,0.0,1,1
967,xgboost,0.0,1,5
968,xgboost,0.0,3,3
969,xgboost,0.0,4,4
970,xgboost,0.0,2,2
971,xgboost,0.0,1,1
972,xgboost,0.0,5,5
973,xgboost,0.0,2,2
974,xgboost,0.0,5,5
975,xgboost,0.0,1,1
976,xgboost,0.0,1,0
977,xgboost,0.0,4,4
978,xgboost,0.0,1,1
979,xgboost,0.0,2,2
980,xgboost,0.0,0,5
981,xgboost,0.0,3,0
982,xgboost,0.0,1,1
983,xgboost,0.0,4,4
984,xgboost,0.0,0,0
985,xgboost,0.0,2,2
986,xgboost,0.0,5,5
987,xgboost,0.0,3,3
988,xgboost,0.0,4,4
989,xgboost,0.0,0,0
990,xgboost,0.0,1,1
991,xgboost,0.0,2,1
992,xgboost,0.0,0,0
993,xgboost,0.0,1,1
994,xgboost,0.0,0,0
995,xgboost,0.0,4,4
996,xgboost,0.0,1,1
997,xgboost,0.0,4,4
998,xgboost,0.0,5,5
999,xgboost,0.0,3,5
1000,xgboost,0.0,5,5
1001,xgboost,0.0,4,5
1002,xgboost,0.0,1,1
1003,xgboost,0.0,5,0
1004,xgboost,0.0,1,1
1005,xgboost,0.0,2,2
1006,xgboost,0.0,1,1
1007,xgboost,0.0,4,4
1008,xgboost,0.0,0,0
1009,xgboost,0.0,4,3
1010,xgboost,0.0,3,3
1011,xgboost,0.0,0,0
1012,xgboost,0.0,3,3
1013,xgboost,0.0,0,0
1014,xgboost,0.0,4,4
1015,xgboost,0.0,4,4
1016,xgboost,0.0,1,1
1017,xgboost,0.0,1,3
1018,xgboost,0.0,5,0
1019,xgboost,0.0,3,4
1020,xgboost,0.0,1,1
1021,xgboost,0.0,3,3
1022,xgboost,0.0,3,3
1023,xgboost,0.0,4,3
1024,xgboost,0.0,0,4
1025,xgboost,0.0,4,4
1026,xgboost,0.0,3,3
1027,xgboost,0.0,2,4
1028,xgboost,0.0,1,3
1029,xgboost,0.0,5,5
1030,xgboost,0.0,4,4
1031,xgboost,0.0,0,0
1032,xgboost,0.0,4,4
1033,xgboost,0.0,3,3
1034,xgboost,0.0,0,0
1035,xgboost,0.0,1,1
1036,xgboost,0.0,0,0
1037,xgboost,0.0,0,0
1038,xgboost,0.0,4,4
1039,xgboost,0.0,2,2
1040,xgboost,0.0,0,0
1041,xgboost,0.0,0,0
1042,xgboost,0.0,3,3
1043,xgboost,0.0,0,4
1044,xgboost,0.0,5,3
1045,xgboost,0.0,4,4
1046,xgboost,0.0,1,1
1047,xgboost,0.0,1,2
1048,xgboost,0.0,0,0
1049,xgboost,0.0,4,4
1050,xgboost,0.0,0,0
1051,xgboost,0.0,3,0
1052,xgboost,0.0,5,5
1053,xgboost,0.0,3,3
1054,xgboost,0.0,2,2
1055,xgboost,0.0,4,4
1056,xgboost,0.0,1,1
1057,xgboost,0.0,2,2
1058,xgboost,0.0,5,5
1059,xgboost,0.0,3,3
1060,xgboost,0.0,4,1
1061,xgboost,0.0,1,1
1062,xgboost,0.0,0,0
1063,xgboost,0.0,4,3
1064,xgboost,0.0,4,5
1065,xgboost,0.0,4,4
1066,xgboost,0.0,4,4
1067,xgboost,0.0,5,5
1068,xgboost,0.0,0,0
1069,xgboost,0.0,1,0
1070,xgboost,0.0,5,1
1071,xgboost,0.0,4,3
1072,xgboost,0.0,1,1
1073,xgboost,0.0,4,4
1074,xgboost,0.0,5,5
1075,xgboost,0.0,2,3
1076,xgboost,0.0,5,5
1077,xgboost,0.0,0,3
1078,xgboost,0.0,1,2
1079,xgboost,0.0,4,4
1080,xgboost,0.0,4,4
1081,xgboost,0.0,2,2
1082,xgboost,0.0,3,3
1083,xgboost,0.0,0,0
1084,xgboost,0.0,3,3
1085,xgboost,0.0,5,4
1086,xgboost,0.0,5,5
1087,xgboost,0.0,1,1
1088,xgboost,0.0,5,5
1089,xgboost,0.0,4,4
1090,xgboost,0.0,1,5
1091,xgboost,0.0,0,0
1092,xgboost,0.0,0,0
1093,xgboost,0.0,5,3
1094,xgboost,0.0,2,5
1095,xgboost,0.0,5,5
1096,xgboost,0.0,4,4
1097,xgboost,0.0,3,3
1098,xgboost,0.0,0,3
1099,xgboost,0.0,5,5
1100,xgboost,0.0,0,1
1101,xgboost,0.0,5,5
1102,xgboost,0.0,5,5
1103,xgboost,0.0,5,5
1104,xgboost,0.0,0,0
1105,xgboost,0.0,2,2
1106,xgboost,0.0,3,3
1107,xgboost,0.0,2,2
1108,xgboost,0.0,3,0
1109,xgboost,0.0,0,1
1110,xgboost,0.0,4,4
1111,xgboost,0.0,1,1
1112,xgboost,0.0,3,3
1113,xgboost,0.0,4,4
1114,xgboost,0.0,2,2
1115,xgboost,0.0,2,1
1116,xgboost,0.0,3,3
1117,xgboost,0.0,5,1
1118,xgboost,0.0,0,4
1119,xgboost,0.0,1,4
1120,xgboost,0.0,0,1
1121,xgboost,0.0,0,0
1122,xgboost,0.0,1,1
1123,xgboost,0.0,2,2
1124,xgboost,0.0,1,1
1125,xgboost,0.0,1,1
1126,xgboost,0.0,0,0
1127,xgboost,0.0,5,5
1128,xgboost,0.0,1,4
1129,xgboost,0.0,5,2
1130,xgboost,0.0,3,3
1131,xgboost,0.0,4,4
1132,xgboost,0.0,4,4
1133,xgboost,0.0,5,5
1134,xgboost,0.0,5,4
1135,xgboost,0.0,4,4
1136,xgboost,0.0,0,0
1137,xgboost,0.0,0,0
1138,xgboost,0.0,0,0
1139,xgboost,0.0,0,0
1140,xgboost,0.0,0,0
1141,xgboost,0.0,0,2
1142,xgboost,0.0,0,3
1143,xgboost,0.0,5,5
1144,xgboost,0.0,1,1
1145,xgboost,0.0,2,2
1146,xgboost,0.0,0,0
1147,xgboost,0.0,1,5
1148,xgboost,0.0,1,1
1149,xgboost,0.0,4,4
1150,xgboost,0.0,2,2
1151,xgboost,0.0,4,4
1152,xgboost,0.0,0,5
1153,xgboost,0.0,3,3
1154,xgboost,0.0,3,3
1155,xgboost,0.0,3,5
1156,xgboost,0.0,3,3
1157,xgboost,0.0,3,3
1158,xgboost,0.0,4,4
1159,xgboost,0.0,3,3
1160,xgboost,0.0,3,3
1161,xgboost,0.0,5,5
1162,xgboost,0.0,3,3
1163,xgboost,0.0,2,2
1164,xgboost,0.0,0,0
1165,xgboost,0.0,0,0
1166,xgboost,0.0,5,5
1167,xgboost,0.0,0,0
1168,xgboost,0.0,4,4
1169,xgboost,0.0,2,2
1170,xgboost,0.0,2,2
1171,xgboost,0.0,5,5
1172,xgboost,0.0,3,3
1173,xgboost,0.0,0,0
1174,xgboost,0.0,1,4
1175,xgboost,0.0,5,5
1176,xgboost,0.0,5,5
1177,xgboost,0.0,2,3
1178,xgboost,0.0,1,1
1179,xgboost,0.0,1,0
1180,xgboost,0.0,4,4
1181,xgboost,0.0,5,5
1182,xgboost,0.0,0,0
1183,xgboost,0.0,4,4
1184,xgboost,0.0,2,2
1185,xgboost,0.0,2,2
1186,xgboost,0.0,4,4
1187,xgboost,0.0,2,2
1188,xgboost,0.0,1,5
1189,xgboost,0.0,0,0
1190,xgboost,0.0,4,4
1191,xgboost,0.0,4,5
1192,xgboost,0.0,0,0
1193,xgboost,0.0,0,0
1194,xgboost,0.0,5,5
1195,xgboost,0.0,4,0
1196,xgboost,0.0,1,1
1197,xgboost,0.0,4,4
1198,xgboost,0.0,0,4
1199,xgboost,0.0,0,0
1200,xgboost,0.0,5,5
1201,xgboost,0.0,3,3
1202,xgboost,0.0,2,2
1203,xgboost,0.0,0,0
1204,xgboost,0.0,3,3
1205,xgboost,0.0,1,0
1206,xgboost,0.0,3,3
1207,xgboost,0.0,0,0
1208,xgboost,0.0,5,5
1209,xgboost,0.0,2,2
1210,xgboost,0.0,3,3
1211,xgboost,0.0,0,1
1212,xgboost,0.0,2,5
1213,xgboost,0.0,2,2
1214,xgboost,0.0,0,0
1215,xgboost,0.0,3,3
1216,xgboost,0.0,2,2
1217,xgboost,0.0,0,4
1218,xgboost,0.0,5,5
1219,xgboost,0.0,2,3
1220,xgboost,0.0,5,5
1221,xgboost,0.0,3,3
1222,xgboost,0.0,0,4
1223,xgboost,0.0,1,1
1224,xgboost,0.0,4,4
1225,xgboost,0.0,0,0
1226,xgboost,0.0,0,5
1227,xgboost,0.0,0,1
1228,xgboost,0.0,5,5
1229,xgboost,0.0,2,2
1230,xgboost,0.0,0,3
1231,xgboost,0.0,0,0
1232,xgboost,0.0,0,0
1233,xgboost,0.0,2,5
1234,xgboost,0.0,0,0
1235,xgboost,0.0,5,5
1236,xgboost,0.0,3,3
1237,xgboost,0.0,3,3
1238,xgboost,0.0,4,5
1239,xgboost,0.0,1,4
1240,xgboost,0.0,4,4
1241,xgboost,0.0,0,3
1242,xgboost,0.0,0,1
1243,xgboost,0.0,4,4
1244,xgboost,0.0,5,5
1245,xgboost,0.0,3,3
1246,xgboost,0.0,0,0
1247,xgboost,0.0,0,0
1248,xgboost,0.0,4,4
1249,xgboost,0.0,1,1
1250,xgboost,0.0,2,2
1251,xgboost,0.0,4,4
1252,xgboost,0.0,1,1
1253,xgboost,0.0,4,4
1254,xgboost,0.0,1,0
1255,xgboost,0.0,1,1
1256,xgboost,0.0,0,0
1257,xgboost,0.0,5,5
1258,xgboost,0.0,5,5
1259,xgboost,0.0,3,3
1260,xgboost,0.0,0,0
1261,xgboost,0.0,0,0
1262,xgboost,0.0,3,3
1263,xgboost,0.0,5,5
1264,xgboost,0.0,4,5
1265,xgboost,0.0,1,1
1266,xgboost,0.0,1,1
1267,xgboost,0.0,2,2
1268,xgboost,0.0,5,5
1269,xgboost,0.0,2,2
1270,xgboost,0.0,4,4
1271,xgboost,0.0,0,0
1272,xgboost,0.0,1,1
1273,xgboost,0.0,4,4
1274,xgboost,0.0,1,1
1275,xgboost,0.0,5,3
1276,xgboost,0.0,0,0
1277,xgboost,0.0,2,2
1278,xgboost,0.0,2,2
1279,xgboost,0.0,0,1
1280,xgboost,0.0,2,5
1281,xgboost,0.0,2,2
1282,xgboost,0.0,2,3
1283,xgboost,0.0,3,3
1284,xgboost,0.0,5,5
1285,xgboost,0.0,3,3
1286,xgboost,0.0,0,0
1287,xgboost,0.0,1,1
1288,xgboost,0.0,3,3
1289,xgboost,0.0,0,0
1290,xgboost,0.0,5,5
1291,xgboost,0.0,1,1
1292,xgboost,0.0,5,5
1293,xgboost,0.0,1,1
1294,xgboost,0.0,3,3
1295,xgboost,0.0,3,3
1296,xgboost,0.0,0,1
1297,xgboost,0.0,0,0
1298,xgboost,0.0,0,0
1299,xgboost,0.0,0,0
1300,xgboost,0.0,4,4
1301,xgboost,0.0,0,2
1302,xgboost,0.0,2,2
1303,xgboost,0.0,3,2
1304,xgboost,0.0,0,0
1305,xgboost,0.0,3,3
1306,xgboost,0.0,4,4
1307,xgboost,0.0,0,0
1308,xgboost,0.0,0,3
1309,xgboost,0.0,4,4
1310,xgboost,0.0,3,3
1311,xgboost,0.0,1,1
1312,xgboost,0.0,3,3
1313,xgboost,0.0,1,4
1314,xgboost,0.0,5,0
1315,xgboost,0.0,2,2
1316,xgboost,0.0,4,4
1317,xgboost,0.0,2,0
1318,xgboost,0.0,0,0
1319,xgboost,0.0,5,5
1320,xgboost,0.0,1,1
1321,xgboost,0.0,5,5
1322,xgboost,0.0,2,2
1323,xgboost,0.0,4,4
1324,xgboost,0.0,5,5
1325,xgboost,0.0,2,2
1326,xgboost,0.0,0,0
1327,xgboost,0.0,4,4
1328,xgboost,0.0,5,5
1329,xgboost,0.0,3,3
1330,xgboost,0.0,2,2
1331,xgboost,0.0,2,2
1332,xgboost,0.0,4,1
1333,xgboost,0.0,5,3
1334,xgboost,0.0,4,4
1335,xgboost,0.0,5,5
1336,xgboost,0.0,0,0
1337,xgboost,0.0,5,5
1338,xgboost,0.0,4,4
1339,xgboost,0.0,4,4
1340,xgboost,0.0,4,4
1341,xgboost,0.0,4,4
1342,xgboost,0.0,3,2
1343,xgboost,0.0,5,5
1344,xgboost,0.0,3,3
1345,xgboost,0.0,0,0
1346,xgboost,0.0,0,0
1347,xgboost,0.0,1,1
1348,xgboost,0.0,2,2
1349,xgboost,0.0,4,4
1350,xgboost,0.0,4,4
1351,xgboost,0.0,4,4
1352,xgboost,0.0,2,2
1353,xgboost,0.0,4,3
1354,xgboost,0.0,4,4
1355,xgboost,0.0,3,1
1356,xgboost,0.0,1,1
1357,xgboost,0.0,3,3
1358,xgboost,0.0,5,2
1359,xgboost,0.0,5,4
1360,xgboost,0.0,5,5
1361,xgboost,0.0,5,5
1362,xgboost,0.0,0,0
1363,xgboost,0.0,3,3
1364,xgboost,0.0,5,5
1365,xgboost,0.0,0,0
1366,xgboost,0.0,1,1
1367,xgboost,0.0,0,0
1368,xgboost,0.0,4,4
1369,xgboost,0.0,4,4
1370,xgboost,0.0,1,1
1371,xgboost,0.0,3,3
1372,xgboost,0.0,2,2
1373,xgboost,0.0,4,4
1374,xgboost,0.0,4,4
1375,xgboost,0.0,1,0
1376,xgboost,0.0,0,0
1377,xgboost,0.0,1,0
1378,xgboost,0.0,5,5
1379,xgboost,0.0,1,1
1380,xgboost,0.0,3,3
1381,xgboost,0.0,0,0
1382,xgboost,0.0,3,3
1383,xgboost,0.0,0,0
1384,xgboost,0.0,0,4
1385,xgboost,0.0,5,3
1386,xgboost,0.0,5,5
1387,xgboost,0.0,0,0
1388,xgboost,0.0,2,2
1389,xgboost,0.0,4,1
1390,xgboost,0.0,4,4
1391,xgboost,0.0,0,0
1392,xgboost,0.0,3,3
1393,xgboost,0.0,0,0
1394,xgboost,0.0,4,4
1395,xgboost,0.0,1,1
1396,xgboost,0.0,1,1
1397,xgboost,0.0,1,1
1398,xgboost,0.0,2,2
1399,xgboost,0.0,4,4
1400,xgboost,0.0,2,2
1401,xgboost,0.0,2,2
1402,xgboost,0.0,0,0
1403,xgboost,0.0,4,4
1404,xgboost,0.0,4,4
1405,xgboost,0.0,0,0
1406,xgboost,0.0,5,5
1407,xgboost,0.0,4,2
1408,xgboost,0.0,0,1
1409,xgboost,0.0,3,3
1410,xgboost,0.0,4,2
1411,xgboost,0.0,1,3
1412,xgboost,0.0,0,0
1413,xgboost,0.0,4,3
1414,xgboost,0.0,5,5
1415,xgboost,0.0,4,4
1416,xgboost,0.0,1,1
1417,xgboost,0.0,3,3
1418,xgboost,0.0,4,3
1419,xgboost,0.0,2,0
1420,xgboost,0.0,0,0
1421,xgboost,0.0,4,4
1422,xgboost,0.0,1,1
1423,xgboost,0.0,0,3
1424,xgboost,0.0,4,4
1425,xgboost,0.0,0,1
1426,xgboost,0.0,4,4
1427,xgboost,0.0,0,3
1428,xgboost,0.0,0,0
1429,xgboost,0.0,0,0
1430,xgboost,0.0,0,0
1431,xgboost,0.0,5,5
1432,xgboost,0.0,4,4
1433,xgboost,0.0,3,3
1434,xgboost,0.0,0,4
1435,xgboost,0.0,0,0
1436,xgboost,0.0,2,2
1437,xgboost,0.0,2,2
1438,xgboost,0.0,0,4
1439,xgboost,0.0,1,1
1440,xgboost,0.0,3,2
1441,xgboost,0.0,0,2
1442,xgboost,0.0,4,4
1443,xgboost,0.0,5,5
1444,xgboost,0.0,5,5
1445,xgboost,0.0,0,0
1446,xgboost,0.0,2,3
1447,xgboost,0.0,1,1
1448,xgboost,0.0,5,3
1449,xgboost,0.0,5,3
1450,xgboost,0.0,1,1
1451,xgboost,0.0,0,5
1452,xgboost,0.0,2,2
1453,xgboost,0.0,5,0
1454,xgboost,0.0,4,4
1455,xgboost,0.0,5,5
1456,xgboost,0.0,0,0
1457,xgboost,0.0,2,2
1458,xgboost,0.0,1,5
1459,xgboost,0.0,1,1
1460,xgboost,0.0,3,3
1461,xgboost,0.0,1,1
1462,xgboost,0.0,2,2
1463,xgboost,0.0,4,4
1464,xgboost,0.0,1,1
1465,xgboost,0.0,2,2
1466,xgboost,0.0,1,3
1467,xgboost,0.0,0,5
1468,xgboost,0.0,0,0
1469,xgboost,0.0,2,2
1470,xgboost,0.0,2,2
1471,xgboost,0.0,4,4
1472,xgboost,0.0,5,5
1473,xgboost,0.0,2,2
1474,xgboost,0.0,2,2
1475,xgboost,0.0,2,0
1476,xgboost,0.0,3,3
1477,xgboost,0.0,1,1
1478,xgboost,0.0,5,5
1479,xgboost,0.0,0,0
1480,xgboost,0.0,0,0
1481,xgboost,0.0,1,1
1482,xgboost,0.0,2,5
1483,xgboost,0.0,4,5
1484,xgboost,0.0,3,3
1485,xgboost,0.0,5,5
1486,xgboost,0.0,2,2
1487,xgboost,0.0,1,1
1488,xgboost,0.0,5,5
1489,xgboost,0.0,5,3
1490,xgboost,0.0,0,0
1491,xgboost,0.0,2,2
1492,xgboost,0.0,5,5
1493,xgboost,0.0,0,1
1494,xgboost,0.0,1,5
1495,xgboost,0.0,4,4
1496,xgboost,0.0,3,3
1497,xgboost,0.0,0,0
1498,xgboost,0.0,4,4
1499,xgboost,0.0,1,1
1500,xgboost,0.0,5,5
1501,xgboost,0.0,3,3
1502,xgboost,0.0,2,2
1503,xgboost,0.0,4,5
1504,xgboost,0.0,5,5
1505,xgboost,0.0,5,5
1506,xgboost,0.0,0,2
1507,xgboost,0.0,5,5
1508,xgboost,0.0,4,3
1509,xgboost,0.0,2,2
1510,xgboost,0.0,2,2
1511,xgboost,0.0,4,4
1512,xgboost,0.0,3,1
1513,xgboost,0.0,1,2
1514,xgboost,0.0,4,4
1515,xgboost,0.0,3,3
1516,xgboost,0.0,1,1
1517,xgboost,0.0,2,2
1518,xgboost,0.0,4,0
1519,xgboost,0.0,4,4
1520,xgboost,0.0,3,3
1521,xgboost,0.0,3,3
1522,xgboost,0.0,3,3
1523,xgboost,0.0,1,1
1524,xgboost,0.0,5,5
1525,xgboost,0.0,0,0
1526,xgboost,0.0,1,1
1527,xgboost,0.0,5,1
1528,xgboost,0.0,2,2
1529,xgboost,0.0,4,4
1530,xgboost,0.0,0,0
1531,xgboost,0.0,4,3
1532,xgboost,0.0,1,1
1533,xgboost,0.0,5,0
1534,xgboost,0.0,4,4
1535,xgboost,0.0,5,5
1536,xgboost,0.0,5,0
1537,xgboost,0.0,3,3
1538,xgboost,0.0,1,1
1539,xgboost,0.0,5,5
1540,xgboost,0.0,2,4
1541,xgboost,0.0,3,3
1542,xgboost,0.0,5,5
1543,xgboost,0.0,1,2
1544,xgboost,0.0,2,2
1545,xgboost,0.0,4,4
1546,xgboost,0.0,3,3
1547,xgboost,0.0,1,1
1548,xgboost,0.0,4,4
1549,xgboost,0.0,4,5
1550,xgboost,0.0,4,3
1551,xgboost,0.0,2,2
1552,xgboost,0.0,1,2
1553,xgboost,0.0,0,0
1554,xgboost,0.0,3,3
1555,xgboost,0.0,2,5
1556,xgboost,0.0,2,5
1557,xgboost,0.0,0,0
1558,xgboost,0.0,5,5
1559,xgboost,0.0,3,3
1560,xgboost,0.0,2,2
1561,xgboost,0.0,4,4
1562,xgboost,0.0,2,2
1563,xgboost,0.0,2,2
1564,xgboost,0.0,3,3
1565,xgboost,0.0,5,5
1566,xgboost,0.0,3,0
1567,xgboost,0.0,0,0
1568,xgboost,0.0,1,1
1569,xgboost,0.0,0,0
1570,xgboost,0.0,2,0
1571,xgboost,0.0,5,5
1572,xgboost,0.0,4,4
1573,xgboost,0.0,4,4
1574,xgboost,0.0,0,5
1575,xgboost,0.0,0,0
1576,xgboost,0.0,4,3
1577,xgboost,0.0,2,2
1578,xgboost,0.0,2,2
1579,xgboost,0.0,2,4
1580,xgboost,0.0,4,5
1581,xgboost,0.0,3,3
1582,xgboost,0.0,0,0
1583,xgboost,0.0,5,5
1584,xgboost,0.0,0,4
1585,xgboost,0.0,3,3
1586,xgboost,0.0,3,3
1587,xgboost,0.0,3,4
1588,xgboost,0.0,0,3
1589,xgboost,0.0,2,2
1590,xgboost,0.0,4,4
1591,xgboost,0.0,2,2
1592,xgboost,0.0,5,5
1593,xgboost,0.0,1,1
1594,xgboost,0.0,0,0
1595,xgboost,0.0,5,5
1596,xgboost,0.0,2,2
1597,xgboost,0.0,4,0
1598,xgboost,0.0,0,0
1599,xgboost,0.0,3,2
1600,xgboost,0.0,5,2
1601,xgboost,0.0,4,4
1602,xgboost,0.0,0,1
1603,xgboost,0.0,2,2
1604,xgboost,0.0,0,0
1605,xgboost,0.0,0,0
1606,xgboost,0.0,5,5
1607,xgboost,0.0,3,1
1608,xgboost,0.0,1,1
1609,xgboost,0.0,1,0
1610,xgboost,0.0,1,1
1611,xgboost,0.0,1,5
1612,xgboost,0.0,0,4
1613,xgboost,0.0,0,0
1614,xgboost,0.0,3,3
1615,xgboost,0.0,0,0
1616,xgboost,0.0,0,0
1617,xgboost,0.0,4,4
1618,xgboost,0.0,2,2
1619,xgboost,0.0,2,2
1620,xgboost,0.0,5,3
1621,xgboost,0.0,3,3
1622,xgboost,0.0,3,3
1623,xgboost,0.0,2,2
1624,xgboost,0.0,1,4
1625,xgboost,0.0,1,1
1626,xgboost,0.0,3,3
1627,xgboost,0.0,1,1
1628,xgboost,0.0,5,5
1629,xgboost,0.0,4,4
1630,xgboost,0.0,1,1
1631,xgboost,0.0,2,2
1632,xgboost,0.0,2,2
1633,xgboost,0.0,5,3
1634,xgboost,0.0,4,3
1635,xgboost,0.0,1,1
1636,xgboost,0.0,2,2
1637,xgboost,0.0,1,1
1638,xgboost,0.0,5,5
1639,xgboost,0.0,4,4
1640,xgboost,0.0,2,2
1641,xgboost,0.0,0,0
1642,xgboost,0.0,2,2
1643,xgboost,0.0,0,5
1644,xgboost,0.0,2,2
1645,xgboost,0.0,5,5
1646,xgboost,0.0,0,2
1647,xgboost,0.0,5,5
1648,xgboost,0.0,3,3
1649,xgboost,0.0,0,1
1650,xgboost,0.0,0,2
1651,xgboost,0.0,4,4
1652,xgboost,0.0,3,3
1653,xgboost,0.0,5,5
1654,xgboost,0.0,4,4
1655,xgboost,0.0,1,3
1656,xgboost,0.0,0,0
1657,xgboost,0.0,2,2
1658,xgboost,0.0,2,2
1659,xgboost,0.0,0,5
1660,xgboost,0.0,3,3
1661,xgboost,0.0,3,3
1662,xgboost,0.0,5,5
1663,xgboost,0.0,0,0
1664,xgboost,0.0,2,2
1665,xgboost,0.0,1,1
1666,xgboost,0.0,0,0
1667,xgboost,0.0,2,5
1668,xgboost,0.0,0,1
1669,xgboost,0.0,3,3
1670,xgboost,0.0,0,0
1671,xgboost,0.0,0,0
1672,xgboost,0.0,2,2
1673,xgboost,0.0,2,2
1674,xgboost,0.0,1,1
1675,xgboost,0.0,3,3
1676,xgboost,0.0,0,0
1677,xgboost,0.0,1,1
1678,xgboost,0.0,0,0
1679,xgboost,0.0,5,2
1680,xgboost,0.0,3,3
1681,xgboost,0.0,0,3
1682,xgboost,0.0,4,4
1683,xgboost,0.0,1,1
1684,xgboost,0.0,2,2
1685,xgboost,0.0,0,2
1686,xgboost,0.0,2,2
1687,xgboost,0.0,5,5
1688,xgboost,0.0,0,0
1689,xgboost,0.0,3,3
1690,xgboost,0.0,0,0
1691,xgboost,0.0,0,0
1692,xgboost,0.0,1,5
1693,xgboost,0.0,3,3
1694,xgboost,0.0,1,4
1695,xgboost,0.0,5,2
1696,xgboost,0.0,1,1
1697,xgboost,0.0,0,0
1698,xgboost,0.0,5,5
1699,xgboost,0.0,5,5
1700,xgboost,0.0,1,1
1701,xgboost,0.0,1,1
1702,xgboost,0.0,2,3
1703,xgboost,0.0,0,0
1704,xgboost,0.0,0,0
1705,xgboost,0.0,1,1
1706,xgboost,0.0,2,2
1707,xgboost,0.0,4,4
1708,xgboost,0.0,0,0
1709,xgboost,0.0,5,5
1710,xgboost,0.0,2,2
1711,xgboost,0.0,1,1
1712,xgboost,0.0,1,0
1713,xgboost,0.0,3,3
1714,xgboost,0.0,1,1
1715,xgboost,0.0,1,5
1716,xgboost,0.0,3,3
1717,xgboost,0.0,1,1
1718,xgboost,0.0,1,1
1719,xgboost,0.0,0,0
1720,xgboost,0.0,3,3
1721,xgboost,0.0,1,1
1722,xgboost,0.0,5,2
1723,xgboost,0.0,1,5
1724,xgboost,0.0,3,3
1725,xgboost,0.0,2,2
1726,xgboost,0.0,0,0
1727,xgboost,0.0,4,4
1728,xgboost,0.0,1,1
1729,xgboost,0.0,4,4
1730,xgboost,0.0,0,1
1731,xgboost,0.0,2,2
1732,xgboost,0.0,0,0
1733,xgboost,0.0,0,0
1734,xgboost,0.0,4,0
1735,xgboost,0.0,0,0
1736,xgboost,0.0,3,3
1737,xgboost,0.0,4,3
1738,xgboost,0.0,5,1
1739,xgboost,0.0,3,3
1740,xgboost,0.0,4,1
1741,xgboost,0.0,3,3
1742,xgboost,0.0,3,3
1743,xgboost,0.0,3,3
1744,xgboost,0.0,5,5
1745,xgboost,0.0,0,0
1746,xgboost,0.0,5,5
1747,xgboost,0.0,3,3
1748,xgboost,0.0,3,3
1749,xgboost,0.0,5,5
1750,xgboost,0.0,2,2
1751,xgboost,0.0,1,1
1752,xgboost,0.0,0,0
1753,xgboost,0.0,1,1
1754,xgboost,0.0,4,2
1755,xgboost,0.0,0,0
1756,xgboost,0.0,4,4
1757,xgboost,0.0,5,0
1758,xgboost,0.0,3,1
1759,xgboost,0.0,0,0
1760,xgboost,0.0,0,4
1761,xgboost,0.0,4,4
1762,xgboost,0.0,1,3
1763,xgboost,0.0,1,4
1764,xgboost,0.0,2,5
1765,xgboost,0.0,0,1
1766,xgboost,0.0,5,5
1767,xgboost,0.0,2,2
1768,xgboost,0.0,5,5
1769,xgboost,0.0,1,1
1770,xgboost,0.0,5,2
1771,xgboost,0.0,5,5
1772,xgboost,0.0,5,5
1773,xgboost,0.0,2,2
1774,xgboost,0.0,5,5
1775,xgboost,0.0,4,4
1776,xgboost,0.0,1,1
1777,xgboost,0.0,5,1
1778,xgboost,0.0,1,1
1779,xgboost,0.0,5,5
1780,xgboost,0.0,4,4
1781,xgboost,0.0,1,1
1782,xgboost,0.0,3,0
1783,xgboost,0.0,1,1
1784,xgboost,0.0,3,3
1785,xgboost,0.0,0,0
1786,xgboost,0.0,1,1
1787,xgboost,0.0,2,5
1788,xgboost,0.0,1,1
1789,xgboost,0.0,3,4
1790,xgboost,0.0,0,4
1791,xgboost,0.0,1,1
1792,xgboost,0.0,2,5
1793,xgboost,0.0,5,5
1794,xgboost,0.0,0,5
1795,xgboost,0.0,1,1
1796,xgboost,0.0,1,1
1797,xgboost,0.0,1,3
1798,xgboost,0.0,4,4
1799,xgboost,0.0,0,0
1800,xgboost,0.0,0,0
1801,xgboost,0.0,4,4
1802,xgboost,0.0,2,2
1803,xgboost,0.0,3,3
1804,xgboost,0.0,4,4
1805,xgboost,0.0,3,3
1806,xgboost,0.0,1,2
